,Type,variable_1,Description,path,variable_2
108,BOX,Power_Steering,"In Power_Steerings comparison wrt Width(mm),Electro-Hydraulic has the highest mean whereas, Not Specified has the lowest mean, max and min InterQuartile Range (IQR) is shown by Not Specified and Electric Power, Hydraulic Power respectively.",./static/img/BOX/Power_Steering_Width(mm).png,Width(mm)
109,BOX,Power_Steering,"In Power_Steerings comparison wrt City_Mileage(km_per_litre),Electric Power has the highest mean whereas, Hydraulic Power has the lowest mean, max and min InterQuartile Range (IQR) is shown by Not Specified and Electric Power, Hydraulic Power respectively.",./static/img/BOX/Power_Steering_City_Mileage(km_per_litre).png,City_Mileage(km_per_litre)
110,BOX,Power_Steering,"In Power_Steerings comparison wrt Ground_Clearance(mm),TRUE has the highest mean whereas, Electro-Hydraulic has the lowest mean, max and min InterQuartile Range (IQR) is shown by Hydraulic Power and Electric Power, Hydraulic Power respectively.",./static/img/BOX/Power_Steering_Ground_Clearance(mm).png,Ground_Clearance(mm)
111,BOX,Power_Steering,"In Power_Steerings comparison wrt Seating_Capacity,Not Specified has the highest mean whereas, Electric Power, Hydraulic Power has the lowest mean, max and min InterQuartile Range (IQR) is shown by Not Specified and Electric Power respectively.",./static/img/BOX/Power_Steering_Seating_Capacity.png,Seating_Capacity
112,BOX,Power_Steering,"In Power_Steerings comparison wrt Wheelbase,Electro-Hydraulic has the highest mean whereas, Not Specified has the lowest mean, max and min InterQuartile Range (IQR) is shown by Not Specified and Electric Power, Hydraulic Power respectively.",./static/img/BOX/Power_Steering_Wheelbase.png,Wheelbase
113,BOX,Power_Steering,"In Power_Steerings comparison wrt Minimum_Turning_Radius(meter),Hydraulic Power has the highest mean whereas, Electric Power, Hydraulic Power has the lowest mean, max and min InterQuartile Range (IQR) is shown by Not Specified and Electric Power, Hydraulic Power respectively.",./static/img/BOX/Power_Steering_Minimum_Turning_Radius(meter).png,Minimum_Turning_Radius(meter)
114,BOX,Power_Steering,"In Power_Steerings comparison wrt Number_of_Airbags,Electro-Hydraulic has the highest mean whereas, Electric Power, Hydraulic Power has the lowest mean, max and min InterQuartile Range (IQR) is shown by Electro-Hydraulic and Electric Power, Hydraulic Power respectively.",./static/img/BOX/Power_Steering_Number_of_Airbags.png,Number_of_Airbags
115,BOX,Power_Windows,"In Power_Windowss comparison wrt Ex-Showroom_Price(Rs),Only Front Windows has the highest mean whereas, Not Specified has the lowest mean, max and min InterQuartile Range (IQR) is shown by All Windows and Not Specified respectively.",./static/img/BOX/Power_Windows_Ex-Showroom_Price(Rs).png,Ex-Showroom_Price(Rs)
116,BOX,Power_Windows,"In Power_Windowss comparison wrt Cylinders,Only Front Windows has the highest mean whereas, Not Specified has the lowest mean, max and min InterQuartile Range (IQR) is shown by Not Specified and All Windows respectively.",./static/img/BOX/Power_Windows_Cylinders.png,Cylinders
117,BOX,Power_Windows,"In Power_Windowss comparison wrt Height(mm),Not Specified has the highest mean whereas, Only Front Windows has the lowest mean, max and min InterQuartile Range (IQR) is shown by Not Specified and Only Front Windows respectively.",./static/img/BOX/Power_Windows_Height(mm).png,Height(mm)
118,BOX,Power_Windows,"In Power_Windowss comparison wrt Length(mm),All Windows has the highest mean whereas, Not Specified has the lowest mean, max and min InterQuartile Range (IQR) is shown by Not Specified and Only Front Windows respectively.",./static/img/BOX/Power_Windows_Length(mm).png,Length(mm)
119,BOX,Power_Windows,"In Power_Windowss comparison wrt Width(mm),All Windows has the highest mean whereas, Not Specified has the lowest mean, max and min InterQuartile Range (IQR) is shown by Not Specified and All Windows respectively.",./static/img/BOX/Power_Windows_Width(mm).png,Width(mm)
120,BOX,Power_Windows,"In Power_Windowss comparison wrt City_Mileage(km_per_litre),All Windows has the highest mean whereas, Not Specified has the lowest mean, max and min InterQuartile Range (IQR) is shown by Not Specified and All Windows respectively.",./static/img/BOX/Power_Windows_City_Mileage(km_per_litre).png,City_Mileage(km_per_litre)
121,BOX,Power_Windows,"In Power_Windowss comparison wrt Ground_Clearance(mm),All Windows has the highest mean whereas, Only Front Windows has the lowest mean, max and min InterQuartile Range (IQR) is shown by All Windows and Not Specified respectively.",./static/img/BOX/Power_Windows_Ground_Clearance(mm).png,Ground_Clearance(mm)
122,BOX,Power_Windows,"In Power_Windowss comparison wrt Seating_Capacity,Not Specified has the highest mean whereas, Only Front Windows has the lowest mean, max and min InterQuartile Range (IQR) is shown by Not Specified and All Windows respectively.",./static/img/BOX/Power_Windows_Seating_Capacity.png,Seating_Capacity
123,BOX,Power_Windows,"In Power_Windowss comparison wrt Wheelbase,All Windows has the highest mean whereas, Not Specified has the lowest mean, max and min InterQuartile Range (IQR) is shown by Not Specified and Only Front Windows respectively.",./static/img/BOX/Power_Windows_Wheelbase.png,Wheelbase
124,BOX,Power_Windows,"In Power_Windowss comparison wrt Minimum_Turning_Radius(meter),Not Specified has the highest mean whereas, All Windows has the lowest mean, max and min InterQuartile Range (IQR) is shown by Not Specified and All Windows respectively.",./static/img/BOX/Power_Windows_Minimum_Turning_Radius(meter).png,Minimum_Turning_Radius(meter)
125,BOX,Power_Windows,"In Power_Windowss comparison wrt Number_of_Airbags,All Windows has the highest mean whereas, Only Front Windows has the lowest mean, max and min InterQuartile Range (IQR) is shown by All Windows and Not Specified respectively.",./static/img/BOX/Power_Windows_Number_of_Airbags.png,Number_of_Airbags
126,BOX,Keyless_Entry,"In Keyless_Entrys comparison wrt Ex-Showroom_Price(Rs),Remote, Smart Key has the highest mean whereas, Smart Key, Remote has the lowest mean, max and min InterQuartile Range (IQR) is shown by Smart Key and Smart Key, Remote respectively.",./static/img/BOX/Keyless_Entry_Ex-Showroom_Price(Rs).png,Ex-Showroom_Price(Rs)
127,BOX,Keyless_Entry,"In Keyless_Entrys comparison wrt Cylinders,Remote, Smart Key has the highest mean whereas, Not Specified has the lowest mean, max and min InterQuartile Range (IQR) is shown by Smart Key and Remote respectively.",./static/img/BOX/Keyless_Entry_Cylinders.png,Cylinders
128,BOX,Keyless_Entry,"In Keyless_Entrys comparison wrt Height(mm),Not Specified has the highest mean whereas, Remote, Smart Key has the lowest mean, max and min InterQuartile Range (IQR) is shown by Not Specified and Smart Key, Remote respectively.",./static/img/BOX/Keyless_Entry_Height(mm).png,Height(mm)
129,BOX,Keyless_Entry,"In Keyless_Entrys comparison wrt Length(mm),Smart Key has the highest mean whereas, Smart Key, Remote has the lowest mean, max and min InterQuartile Range (IQR) is shown by Not Specified and Smart Key, Remote respectively.",./static/img/BOX/Keyless_Entry_Length(mm).png,Length(mm)
130,BOX,Keyless_Entry,"In Keyless_Entrys comparison wrt Width(mm),Smart Key has the highest mean whereas, Smart Key, Remote has the lowest mean, max and min InterQuartile Range (IQR) is shown by Not Specified and Smart Key, Remote respectively.",./static/img/BOX/Keyless_Entry_Width(mm).png,Width(mm)
131,BOX,Keyless_Entry,"In Keyless_Entrys comparison wrt City_Mileage(km_per_litre),Remote has the highest mean whereas, Smart Key, Remote has the lowest mean, max and min InterQuartile Range (IQR) is shown by Smart Key and Remote, Smart Key respectively.",./static/img/BOX/Keyless_Entry_City_Mileage(km_per_litre).png,City_Mileage(km_per_litre)
132,BOX,Keyless_Entry,"In Keyless_Entrys comparison wrt Ground_Clearance(mm),TRUE has the highest mean whereas, Smart Key, Remote has the lowest mean, max and min InterQuartile Range (IQR) is shown by Smart Key and Smart Key, Remote respectively.",./static/img/BOX/Keyless_Entry_Ground_Clearance(mm).png,Ground_Clearance(mm)
133,BOX,Keyless_Entry,"In Keyless_Entrys comparison wrt Seating_Capacity,Not Specified has the highest mean whereas, Remote, Smart Key has the lowest mean, max and min InterQuartile Range (IQR) is shown by Not Specified and Not Specified respectively.",./static/img/BOX/Keyless_Entry_Seating_Capacity.png,Seating_Capacity
134,BOX,Keyless_Entry,"In Keyless_Entrys comparison wrt Wheelbase,Smart Key has the highest mean whereas, Not Specified has the lowest mean, max and min InterQuartile Range (IQR) is shown by Smart Key and Smart Key, Remote respectively.",./static/img/BOX/Keyless_Entry_Wheelbase.png,Wheelbase
135,BOX,Keyless_Entry,"In Keyless_Entrys comparison wrt Minimum_Turning_Radius(meter),Not Specified has the highest mean whereas, Smart Key, Remote has the lowest mean, max and min InterQuartile Range (IQR) is shown by Not Specified and Smart Key, Remote respectively.",./static/img/BOX/Keyless_Entry_Minimum_Turning_Radius(meter).png,Minimum_Turning_Radius(meter)
136,BOX,Keyless_Entry,"In Keyless_Entrys comparison wrt Number_of_Airbags,Smart Key has the highest mean whereas, Smart Key, Remote has the lowest mean, max and min InterQuartile Range (IQR) is shown by Smart Key and Remote respectively.",./static/img/BOX/Keyless_Entry_Number_of_Airbags.png,Number_of_Airbags
137,BOX,Type,"In Types comparison wrt Ex-Showroom_Price(Rs),Automatic has the highest mean whereas, AMT has the lowest mean, max and min InterQuartile Range (IQR) is shown by Automatic and Not Specified respectively.",./static/img/BOX/Type_Ex-Showroom_Price(Rs).png,Ex-Showroom_Price(Rs)
138,BOX,Type,"In Types comparison wrt Cylinders,Not Specified has the highest mean whereas, AMT has the lowest mean, max and min InterQuartile Range (IQR) is shown by Automatic and CVT respectively.",./static/img/BOX/Type_Cylinders.png,Cylinders
139,BOX,Type,"In Types comparison wrt Height(mm),Manual has the highest mean whereas, Not Specified has the lowest mean, max and min InterQuartile Range (IQR) is shown by Automatic and Not Specified respectively.",./static/img/BOX/Type_Height(mm).png,Height(mm)
140,BOX,Type,"In Types comparison wrt Length(mm),Not Specified has the highest mean whereas, AMT has the lowest mean, max and min InterQuartile Range (IQR) is shown by Automatic and Not Specified respectively.",./static/img/BOX/Type_Length(mm).png,Length(mm)
141,BOX,Type,"In Types comparison wrt Width(mm),Automatic has the highest mean whereas, AMT has the lowest mean, max and min InterQuartile Range (IQR) is shown by Automatic and Not Specified respectively.",./static/img/BOX/Type_Width(mm).png,Width(mm)
142,BOX,Type,"In Types comparison wrt City_Mileage(km_per_litre),Manual has the highest mean whereas, Not Specified has the lowest mean, max and min InterQuartile Range (IQR) is shown by Automatic and DCT respectively.",./static/img/BOX/Type_City_Mileage(km_per_litre).png,City_Mileage(km_per_litre)
143,BOX,Type,"In Types comparison wrt Ground_Clearance(mm),DCT has the highest mean whereas, AMT has the lowest mean, max and min InterQuartile Range (IQR) is shown by Automatic and Not Specified respectively.",./static/img/BOX/Type_Ground_Clearance(mm).png,Ground_Clearance(mm)
144,BOX,Type,"In Types comparison wrt Seating_Capacity,Manual has the highest mean whereas, Not Specified has the lowest mean, max and min InterQuartile Range (IQR) is shown by AMT and AMT respectively.",./static/img/BOX/Type_Seating_Capacity.png,Seating_Capacity
145,BOX,Type,"In Types comparison wrt Wheelbase,Not Specified has the highest mean whereas, AMT has the lowest mean, max and min InterQuartile Range (IQR) is shown by Automatic and Not Specified respectively.",./static/img/BOX/Type_Wheelbase.png,Wheelbase
146,BOX,Type,"In Types comparison wrt Minimum_Turning_Radius(meter),Manual has the highest mean whereas, CVT has the lowest mean, max and min InterQuartile Range (IQR) is shown by AMT and DCT respectively.",./static/img/BOX/Type_Minimum_Turning_Radius(meter).png,Minimum_Turning_Radius(meter)
147,BOX,Type,"In Types comparison wrt Number_of_Airbags,Not Specified has the highest mean whereas, CVT has the lowest mean, max and min InterQuartile Range (IQR) is shown by Automatic and AMT respectively.",./static/img/BOX/Type_Number_of_Airbags.png,Number_of_Airbags
148,BOX,Third_Row_AC_Vents,"In Third_Row_AC_Ventss comparison wrt Ex-Showroom_Price(Rs),Not Specified has the highest mean whereas, TRUE has the lowest mean, max and min InterQuartile Range (IQR) is shown by Not Specified and Not Applicable respectively.",./static/img/BOX/Third_Row_AC_Vents_Ex-Showroom_Price(Rs).png,Ex-Showroom_Price(Rs)
149,BOX,Third_Row_AC_Vents,"In Third_Row_AC_Ventss comparison wrt Cylinders,Not Specified has the highest mean whereas, Not Applicable has the lowest mean, max and min InterQuartile Range (IQR) is shown by Not Applicable and Not Applicable respectively.",./static/img/BOX/Third_Row_AC_Vents_Cylinders.png,Cylinders
150,BOX,Third_Row_AC_Vents,"In Third_Row_AC_Ventss comparison wrt Height(mm),TRUE has the highest mean whereas, Not Applicable has the lowest mean, max and min InterQuartile Range (IQR) is shown by Not Specified and TRUE respectively.",./static/img/BOX/Third_Row_AC_Vents_Height(mm).png,Height(mm)
151,BOX,Third_Row_AC_Vents,"In Third_Row_AC_Ventss comparison wrt Length(mm),TRUE has the highest mean whereas, Not Applicable has the lowest mean, max and min InterQuartile Range (IQR) is shown by Not Specified and TRUE respectively.",./static/img/BOX/Third_Row_AC_Vents_Length(mm).png,Length(mm)
152,BOX,Third_Row_AC_Vents,"In Third_Row_AC_Ventss comparison wrt Width(mm),TRUE has the highest mean whereas, Not Applicable has the lowest mean, max and min InterQuartile Range (IQR) is shown by Not Specified and TRUE respectively.",./static/img/BOX/Third_Row_AC_Vents_Width(mm).png,Width(mm)
153,BOX,Third_Row_AC_Vents,"In Third_Row_AC_Ventss comparison wrt City_Mileage(km_per_litre),Not Applicable has the highest mean whereas, TRUE has the lowest mean, max and min InterQuartile Range (IQR) is shown by TRUE and Not Specified respectively.",./static/img/BOX/Third_Row_AC_Vents_City_Mileage(km_per_litre).png,City_Mileage(km_per_litre)
154,BOX,Third_Row_AC_Vents,"In Third_Row_AC_Ventss comparison wrt Ground_Clearance(mm),TRUE has the highest mean whereas, Not Applicable has the lowest mean, max and min InterQuartile Range (IQR) is shown by Not Specified and Not Applicable respectively.",./static/img/BOX/Third_Row_AC_Vents_Ground_Clearance(mm).png,Ground_Clearance(mm)
155,BOX,Third_Row_AC_Vents,"In Third_Row_AC_Ventss comparison wrt Seating_Capacity,TRUE has the highest mean whereas, Not Applicable has the lowest mean, max and min InterQuartile Range (IQR) is shown by Not Specified and Not Applicable respectively.",./static/img/BOX/Third_Row_AC_Vents_Seating_Capacity.png,Seating_Capacity
156,BOX,Third_Row_AC_Vents,"In Third_Row_AC_Ventss comparison wrt Wheelbase,TRUE has the highest mean whereas, Not Applicable has the lowest mean, max and min InterQuartile Range (IQR) is shown by Not Specified and TRUE respectively.",./static/img/BOX/Third_Row_AC_Vents_Wheelbase.png,Wheelbase
157,BOX,Third_Row_AC_Vents,"In Third_Row_AC_Ventss comparison wrt Minimum_Turning_Radius(meter),Not Applicable has the highest mean whereas, TRUE has the lowest mean, max and min InterQuartile Range (IQR) is shown by Not Applicable and TRUE respectively.",./static/img/BOX/Third_Row_AC_Vents_Minimum_Turning_Radius(meter).png,Minimum_Turning_Radius(meter)
158,BOX,Third_Row_AC_Vents,"In Third_Row_AC_Ventss comparison wrt Number_of_Airbags,TRUE has the highest mean whereas, Not Applicable has the lowest mean, max and min InterQuartile Range (IQR) is shown by TRUE and Not Applicable respectively.",./static/img/BOX/Third_Row_AC_Vents_Number_of_Airbags.png,Number_of_Airbags
159,BOX,Ventilation_System,"In Ventilation_Systems comparison wrt Ex-Showroom_Price(Rs),Fully automatic climate control, 4 Zone climate control has the highest mean whereas, Heater has the lowest mean, max and min InterQuartile Range (IQR) is shown by Fully automatic climate control, 2 Zone Climate Control and 2 Zone Climate Control, Fully automatic climate control respectively.",./static/img/BOX/Ventilation_System_Ex-Showroom_Price(Rs).png,Ex-Showroom_Price(Rs)
